package_name,app_name,category,rating,installs,free
com.google.android.gms,Google Play services,tools,4.2,10000000000,True
com.google.android.apps.photos,Google Photos,photography,4.5,5000000000,True
com.google.android.marvin.talkback,Android Accessibility Suite,tools,4.2,5000000000,True
com.android.chrome,Google Chrome: Fast & Secure,communication,4.1,5000000000,True
com.google.android.videos,Google TV (previously Play Movies & TV),video_players_&_editors,4.0,5000000000,True
com.whatsapp,WhatsApp Messenger,communication,4.0,5000000000,True
com.google.android.apps.maps,Google Maps - Navigate & Explore,travel_&_local,3.8,5000000000,True
com.google.android.talk,Hangouts,communication,4.0,5000000000,True
com.facebook.orca,Messenger – Text and Video Chat for Free,communication,4.0,5000000000,True
com.google.android.apps.docs,Google Drive,productivity,4.3,5000000000,True
com.google.android.googlequicksearchbox,Google,tools,4.2,5000000000,True
com.google.android.youtube,YouTube,video_players_&_editors,4.4,5000000000,True
com.google.android.gm,Gmail,communication,4.2,5000000000,True
com.facebook.katana,Facebook,social,2.3,5000000000,True
com.google.android.tts,Google Text-to-Speech,tools,4.1,5000000000,True
com.samsung.android.app.notes,Samsung Notes,productivity,4.7,1000000000,True
com.google.android.webview,Android System WebView,tools,4.0,1000000000,True
com.google.android.apps.docs.editors.docs,Google Docs,productivity,4.3,1000000000,True
com.sec.android.app.sbrowser,Samsung Internet Browser,communication,4.4,1000000000,True
com.microsoft.office.excel,"Microsoft Excel: View, Edit, & Create Spreadsheets",productivity,4.4,1000000000,True
com.samsung.android.email.provider,Samsung Email,productivity,4.3,1000000000,True
com.google.android.apps.translate,Google Translate,tools,4.5,1000000000,True
com.dropbox.android,"Dropbox: Cloud Storage, Photo Backup, File Manager",productivity,4.2,1000000000,True
com.google.android.apps.books,"Google Play Books - Ebooks, Audiobooks, and Comics",books_&_reference,4.1,1000000000,True
com.samsung.knox.securefolder,Secure Folder,business,4.2,1000000000,True
com.sec.android.app.launcher,Samsung One UI Home,personalization,4.0,1000000000,True
com.google.android.keep,Google Keep - Notes and Lists,productivity,4.3,1000000000,True
com.google.ar.core,Google Play Services for AR,tools,4.1,1000000000,True
com.sec.android.gallery3d,Samsung Gallery,photography,4.5,1000000000,True
com.snapchat.android,Snapchat,social,4.3,1000000000,True
com.microsoft.office.powerpoint,Microsoft PowerPoint: Slideshows and Presentations,productivity,4.3,1000000000,True
com.google.android.street,Google Street View,travel_&_local,4.2,1000000000,True
com.sec.android.app.popupcalculator,Samsung Calculator,tools,4.5,1000000000,True
com.sec.android.app.voicenote,Samsung Voice Recorder,tools,4.3,1000000000,True
com.spotify.music,Spotify: Listen to podcasts & find music you love,music_&_audio,4.4,1000000000,True
com.google.android.apps.tachyon,Google Duo - High Quality Video Calls,communication,4.5,1000000000,True
com.sec.spp.push,Samsung Push Service,communication,4.2,1000000000,True
com.dsi.ant.service.socket,ANT Radio Service,communication,4.0,1000000000,True
com.facebook.lite,Facebook Lite,social,3.1,1000000000,True
flipboard.boxer.app,Briefing,news_&_magazines,3.9,1000000000,True
com.sec.app.samsungprintservice,Samsung Print Service Plugin,productivity,4.1,1000000000,True
com.google.android.apps.magazines,Google News - Top world & local news headlines,news_&_magazines,4.1,1000000000,True
com.google.android.play.games,Google Play Games,entertainment,4.3,1000000000,True
com.dsi.ant.plugins.antplus,ANT+ Plugins Service,tools,4.0,1000000000,True
